id,sub_component,tmscores2
6Z1F,sub-component_all/6Z1F_0-0-2-2_3.pdb,0.6549
6ESQ,sub-component_all/6ESQ_0-1-1-2_4.pdb,0.9619
1KP8,sub-component_all/1KP8_0-0-0-0_4.pdb,0.6003
6ESQ,sub-component_all/6ESQ_0-1-1-2_1.pdb,0.9694
3MQ7,sub-component_all/3MQ7_0-0-0-0_1.pdb,0.7398
2DD4,sub-component_all/2DD4_0-0-0-2_1.pdb,0.6127
2DD4,sub-component_all/2DD4_0-0-0-0_3.pdb,0.3852
6J0B,sub-component_all/6J0B_0-0-1-1_1.pdb,0.652
3LAY,sub-component_all/3LAY_0-0-0-0_2.pdb,0.4439
6YBQ,sub-component_all/6YBQ_0-0-0-0_4.pdb,0.6408
2DD4,sub-component_all/2DD4_0-0-2-2_4.pdb,0.5247
6LQH,sub-component_all/6LQH_1-1-1-1_3.pdb,0.2588
6RO0,sub-component_all/6RO0_3-3-4_2.pdb,0.3724
6E7D,sub-component_all/6E7D_1-1-1-1_2.pdb,0.1996
2VYR,sub-component_all/2VYR_0-0-0-0_3.pdb,0.325
6ZEE,sub-component_all/6ZEE_0-0-0-1_3.pdb,0.4216
5TRM,sub-component_all/5TRM_0-0-0-0_0.pdb,0.474
6ZEE,sub-component_all/6ZEE_0-0-0-1_4.pdb,0.4195
6E7D,sub-component_all/6E7D_0-1-1-1_0.pdb,0.385
1IJG,sub-component_all/1IJG_0-0-0-0_1.pdb,0.8216
3LAY,sub-component_all/3LAY_0-0-0-0_0.pdb,0.4436
6PYT,sub-component_all/6PYT_0-0-0-1_4.pdb,0.5101
6N3P,sub-component_all/6N3P_0-0-0-1_1.pdb,0.9018
6Z1F,sub-component_all/6Z1F_0-1-2-2_4.pdb,0.6265
1S3Q,sub-component_all/1S3Q_0-0-0-0_1.pdb,0.8839
3VG8,sub-component_all/3VG8_0-0-0-0_4.pdb,0.3693
7JJP,sub-component_all/7JJP_0-0-0-0_1.pdb,0.443
6SQR,sub-component_all/6SQR_025.pdb,0.4062
6X04,sub-component_all/6X04_1-1-1-1_1.pdb,0.3582
6Z1F,sub-component_all/6Z1F_0-1-1-2_4.pdb,0.8327
7JZ2,sub-component_all/7JZ2_0-2-2_3.pdb,0.5938
6ESQ,sub-component_all/6ESQ_0-2-2-2_3.pdb,0.9818
4RDQ,sub-component_all/4RDQ_0-0-1-1_4.pdb,0.387
1Z6O,sub-component_all/1Z6O_1-1-1-1_1.pdb,0.4425
2EWC,sub-component_all/2EWC_0-0-0-0_4.pdb,0.4872
6RO0,sub-component_all/6RO0_0-1-1_1.pdb,0.4487
6ESQ,sub-component_all/6ESQ_1-1-1-1_4.pdb,0.4377
6ESQ,sub-component_all/6ESQ_0-0-2-2_2.pdb,0.6834
6RO0,sub-component_all/6RO0_3-4-4_1.pdb,0.3268
2DD4,sub-component_all/2DD4_2-2-2-2_1.pdb,0.4075
5JQL,sub-component_all/5JQL_0-1-1-1_1.pdb,0.4837
1JYM,sub-component_all/1JYM_0-0-0-0_0.pdb,0.3619
2GRE,sub-component_all/2GRE_0-0-0-0_2.pdb,0.8505
1X9F,sub-component_all/1X9F_2-3-3_2.pdb,0.6728
6NHT,sub-component_all/6NHT_0-0-0-1_4.pdb,0.1821
2DD4,sub-component_all/2DD4_0-0-0-1_3.pdb,0.6977
6Z1F,sub-component_all/6Z1F_0-1-2-2_0.pdb,0.9119
5CW7,sub-component_all/5CW7_1-1-1-1_1.pdb,0.441
5CW7,sub-component_all/5CW7_1-1-1-1_4.pdb,0.439
2V5H,sub-component_all/2V5H_0-1-1-1_2.pdb,0.5136
5OVS,sub-component_all/5OVS_0-0-0-0_3.pdb,0.9048
6OFG,sub-component_all/6OFG_0-0-0-0_3.pdb,0.437
5ODC,sub-component_all/5ODC_004.pdb,0.9328
3JVO,sub-component_all/3JVO_0-0-0-0_1.pdb,0.4272
6RO0,sub-component_all/6RO0_0-0-0_2.pdb,0.412
1Q5Q,sub-component_all/1Q5Q_0-0-0-0_4.pdb,0.4804
7JZ2,sub-component_all/7JZ2_2-2-2_4.pdb,0.3638
1JYM,sub-component_all/1JYM_0-0-0-0_3.pdb,0.3765
6RO0,sub-component_all/6RO0_2-2-4_0.pdb,0.7222
7JZ2,sub-component_all/7JZ2_0-1-2_3.pdb,0.877
7JZ2,sub-component_all/7JZ2_0-0-1_1.pdb,0.5221
6N3P,sub-component_all/6N3P_1-1-1-1_1.pdb,0.3928
7JZ2,sub-component_all/7JZ2_1-1-2_1.pdb,0.6336
1X9F,sub-component_all/1X9F_0-0-2_0.pdb,0.6786
6Z1F,sub-component_all/6Z1F_0-0-1-1_1.pdb,0.7334
3JVO,sub-component_all/3JVO_0-0-0-0_3.pdb,0.5285
5UK3,sub-component_all/5UK3_0-0-0-0_2.pdb,0.7799
1Q95,sub-component_all/1Q95_0-1-1-1_4.pdb,0.6577
1X9F,sub-component_all/1X9F_0-1-2_3.pdb,0.9674
7JZ2,sub-component_all/7JZ2_2-2-2_2.pdb,0.5208
6E7D,sub-component_all/6E7D_1-1-1-1_4.pdb,0.4979
1NGK,sub-component_all/1NGK_0-0-0-0_1.pdb,0.4575
6PYT,sub-component_all/6PYT_0-0-0-1_3.pdb,0.5173
3OOQ,sub-component_all/3OOQ_0-0-0-0_4.pdb,0.9169
1X9F,sub-component_all/1X9F_2-3-3_3.pdb,0.718
2DD4,sub-component_all/2DD4_1-1-1-2_2.pdb,0.9101
6X04,sub-component_all/6X04_0-1-1-1_1.pdb,0.6143
2VYR,sub-component_all/2VYR_0-0-0-1_0.pdb,0.3765
1X9F,sub-component_all/1X9F_0-2-2_4.pdb,0.635
1IWA,sub-component_all/1IWA_0-0-0-1_2.pdb,0.9605
6RO0,sub-component_all/6RO0_0-3-4_0.pdb,0.7758
6X04,sub-component_all/6X04_0-0-0-1_1.pdb,0.3866
1X9F,sub-component_all/1X9F_1-2-2_2.pdb,0.7099
2DD4,sub-component_all/2DD4_0-2-2-2_2.pdb,0.325
2QJG,sub-component_all/2QJG_0-0-0-0_4.pdb,0.9713
6Z1F,sub-component_all/6Z1F_0-0-0-1_3.pdb,0.5975
6PYT,sub-component_all/6PYT_0-1-1-1_1.pdb,0.5024
6NHT,sub-component_all/6NHT_0-0-0-0_2.pdb,0.1866
5LK5,sub-component_all/5LK5_0-0-0-0_0.pdb,0.3751
5CW7,sub-component_all/5CW7_0-0-0-1_0.pdb,0.6407
6RO0,sub-component_all/6RO0_3-4-4_2.pdb,0.6795
3OJ5,sub-component_all/3OJ5_0-0-0-0_1.pdb,0.8245
7JZ2,sub-component_all/7JZ2_0-0-0_0.pdb,0.3257
1X9F,sub-component_all/1X9F_1-3-3_4.pdb,0.7506
2V5H,sub-component_all/2V5H_0-0-0-0_0.pdb,0.5225
3U6X,sub-component_all/3U6X_0-1-1-1_2.pdb,0.8386
1X9F,sub-component_all/1X9F_0-1-3_4.pdb,0.8415
6RO0,sub-component_all/6RO0_1-2-4_4.pdb,0.4377
6RD7,sub-component_all/6RD7_0-0-0-0_2.pdb,0.2057
1X9F,sub-component_all/1X9F_0-2-2_3.pdb,0.6661
1Z6O,sub-component_all/1Z6O_0-0-0-1_1.pdb,0.9835
6J0B,sub-component_all/6J0B_0-0-1-1_4.pdb,0.3987
1YKK,sub-component_all/1YKK_1-1-1-1_2.pdb,0.6675
2G9T,sub-component_all/2G9T_0-0-0-0_1.pdb,0.3243
6SQR,sub-component_all/6SQR_123.pdb,0.9855
6Z1F,sub-component_all/6Z1F_0-0-1-2_0.pdb,0.4497
1X9F,sub-component_all/1X9F_2-2-2_3.pdb,0.43
7JZ2,sub-component_all/7JZ2_2-2-2_0.pdb,0.4189
1X0R,sub-component_all/1X0R_0-0-0-0_0.pdb,0.9602
6PYT,sub-component_all/6PYT_0-0-1-1_4.pdb,0.7003
6PYT,sub-component_all/6PYT_0-0-1-1_3.pdb,0.7705
3ZIA,sub-component_all/3ZIA_013.pdb,0.7758
1Q5Q,sub-component_all/1Q5Q_0-0-0-1_0.pdb,0.8605
6RO0,sub-component_all/6RO0_3-3-3_3.pdb,0.3276
1GH0,sub-component_all/1GH0_0-0-0_3.pdb,0.4836
5CW7,sub-component_all/5CW7_0-1-1-1_4.pdb,0.4985
6SQR,sub-component_all/6SQR_124.pdb,0.9819
4RDQ,sub-component_all/4RDQ_1-1-1-1_1.pdb,0.4542
7JZ2,sub-component_all/7JZ2_2-3-3_0.pdb,0.9403
6ZEE,sub-component_all/6ZEE_1-1-1-1_2.pdb,0.2357
1G63,sub-component_all/1G63_0-0-0-0_1.pdb,0.9087
4BHU,sub-component_all/4BHU_0-0-0-1_3.pdb,0.469
6Z1F,sub-component_all/6Z1F_0-0-0-1_4.pdb,0.5153
6RO0,sub-component_all/6RO0_2-3-4_4.pdb,0.7804
6ESQ,sub-component_all/6ESQ_1-1-1-1_1.pdb,0.4451
3U6X,sub-component_all/3U6X_0-0-0-0_3.pdb,0.7797
1YKK,sub-component_all/1YKK_0-0-0-1_1.pdb,0.9715
1BHC,sub-component_all/1BHC_0-0-0-0_1.pdb,0.4632
6Z16,sub-component_all/6Z16_000.pdb,0.2998
2E6G,sub-component_all/2E6G_0-0-0-0_2.pdb,0.8963
6RO0,sub-component_all/6RO0_4-4-4_1.pdb,0.4749
1Z6O,sub-component_all/1Z6O_0-0-0-0_1.pdb,0.4208
3ZIA,sub-component_all/3ZIA_011.pdb,0.9584
6SDZ,sub-component_all/6SDZ_0-0-0-0_3.pdb,0.1786
6Z16,sub-component_all/6Z16_001.pdb,0.4084
1YKK,sub-component_all/1YKK_0-1-1-1_2.pdb,0.9943
2DD4,sub-component_all/2DD4_0-0-2-2_1.pdb,0.5557
4RDQ,sub-component_all/4RDQ_0-0-0-0_3.pdb,0.89
3U6X,sub-component_all/3U6X_0-0-0-1_0.pdb,0.9754
6NHT,sub-component_all/6NHT_0-0-1-1_3.pdb,0.3373
5CW7,sub-component_all/5CW7_0-0-0-0_2.pdb,0.2759
6G94,sub-component_all/6G94_1-2-2-2_1.pdb,0.6129
6G94,sub-component_all/6G94_2-2-2-2_4.pdb,0.2803
2VYR,sub-component_all/2VYR_0-1-1-1_3.pdb,0.2715
5JQL,sub-component_all/5JQL_0-0-0-0_4.pdb,0.2499
2DD4,sub-component_all/2DD4_1-2-2-2_2.pdb,0.8921
6RO0,sub-component_all/6RO0_0-2-2_2.pdb,0.4263
6SQR,sub-component_all/6SQR_155.pdb,0.7888
6YBQ,sub-component_all/6YBQ_0-0-0-0_0.pdb,0.9871
6QSU,sub-component_all/6QSU_1-1-1-1_3.pdb,0.5459
6ZEE,sub-component_all/6ZEE_1-1-1-1_3.pdb,0.2269
2BX9,sub-component_all/2BX9_0-0-0-0_4.pdb,0.5087
3N99,sub-component_all/3N99_0-0-0-0_3.pdb,0.6749
4RSU,sub-component_all/4RSU_0-1-1-1_4.pdb,0.7217
6RO0,sub-component_all/6RO0_1-1-2_4.pdb,0.4469
6SQR,sub-component_all/6SQR_035.pdb,0.7189
6RO0,sub-component_all/6RO0_3-3-3_4.pdb,0.3533
6SQR,sub-component_all/6SQR_001.pdb,0.9645
1AVO,sub-component_all/1AVO_0-0-0-0_2.pdb,0.3801
6G94,sub-component_all/6G94_1-1-2-2_2.pdb,0.4913
1X9F,sub-component_all/1X9F_0-3-3_2.pdb,0.6963
6X04,sub-component_all/6X04_0-0-0-1_4.pdb,0.3623
6J0B,sub-component_all/6J0B_0-1-1-1_0.pdb,0.5629
2DD4,sub-component_all/2DD4_0-0-0-1_4.pdb,0.7201
1IWA,sub-component_all/1IWA_0-0-0-1_4.pdb,0.8913
6RO0,sub-component_all/6RO0_2-3-3_0.pdb,0.7831
6SQR,sub-component_all/6SQR_111.pdb,0.4256
7JZ2,sub-component_all/7JZ2_2-2-2_3.pdb,0.5109
6RO0,sub-component_all/6RO0_1-3-3_4.pdb,0.7812
6RD7,sub-component_all/6RD7_0-0-0-0_4.pdb,0.3025
1GH0,sub-component_all/1GH0_0-1-1_4.pdb,0.9757
3ZIA,sub-component_all/3ZIA_012.pdb,0.9194
7JZ2,sub-component_all/7JZ2_1-1-1_1.pdb,0.4017
6LQH,sub-component_all/6LQH_0-1-1-1_2.pdb,0.4173
6RO0,sub-component_all/6RO0_1-3-3_3.pdb,0.7812
6RO0,sub-component_all/6RO0_0-2-2_1.pdb,0.4398
2V7Q,sub-component_all/2V7Q_005.pdb,0.5706
7JZ2,sub-component_all/7JZ2_1-3-3_3.pdb,0.8914
6NHT,sub-component_all/6NHT_0-0-0-1_1.pdb,0.1307
6RO0,sub-component_all/6RO0_3-3-4_0.pdb,0.3952
6N3P,sub-component_all/6N3P_0-1-1-1_2.pdb,0.581
6Z1F,sub-component_all/6Z1F_1-1-1-2_4.pdb,0.8971
1X9F,sub-component_all/1X9F_0-0-0_4.pdb,0.4336
2DJW,sub-component_all/2DJW_0-0-0-0_0.pdb,0.8585
7CGE,sub-component_all/7CGE_2-3-3_0.pdb,0.5108
5JYX,sub-component_all/5JYX_0-0-0-0_4.pdb,0.8664
1X9F,sub-component_all/1X9F_0-0-2_3.pdb,0.6725
2DD4,sub-component_all/2DD4_0-0-0-2_3.pdb,0.6196
6G94,sub-component_all/6G94_2-2-2-2_2.pdb,0.3721
6RKE,sub-component_all/6RKE_0-0-0-0_4.pdb,0.9583
6SSI,sub-component_all/6SSI_1-1-1-1_2.pdb,0.2966
6SQR,sub-component_all/6SQR_115.pdb,0.4727
3U6X,sub-component_all/3U6X_0-0-0-0_1.pdb,0.759
5K2M,sub-component_all/5K2M_0-1-1_2.pdb,0.9767
6SSI,sub-component_all/6SSI_0-0-0-1_2.pdb,0.8256
6JCV,sub-component_all/6JCV_0-0-0-0_4.pdb,0.5316
2DJW,sub-component_all/2DJW_0-0-0-0_2.pdb,0.8451
6NHT,sub-component_all/6NHT_1-1-1-1_0.pdb,0.6738
6RO0,sub-component_all/6RO0_0-2-2_0.pdb,0.483
7CGE,sub-component_all/7CGE_0-2-3_2.pdb,0.589
4RSU,sub-component_all/4RSU_0-0-0-1_0.pdb,0.8597
1BCF,sub-component_all/1BCF_0-0-0-0_0.pdb,0.8953
1YKK,sub-component_all/1YKK_0-0-0-0_1.pdb,0.3076
2DD4,sub-component_all/2DD4_2-2-2-2_3.pdb,0.594
6RO0,sub-component_all/6RO0_0-0-0_3.pdb,0.3746
5ODC,sub-component_all/5ODC_002.pdb,0.9587
1X9F,sub-component_all/1X9F_3-3-3_2.pdb,0.6737
4RAP,sub-component_all/4RAP_0-0-0-0_1.pdb,0.9414
6G94,sub-component_all/6G94_0-0-0-2_3.pdb,0.6618
5AA5,sub-component_all/5AA5_0-0-0-1_1.pdb,0.8122
6RO0,sub-component_all/6RO0_2-4-4_0.pdb,0.7157
6JCV,sub-component_all/6JCV_0-0-0-0_1.pdb,0.9297
6QSU,sub-component_all/6QSU_0-0-0-0_0.pdb,0.787
4BHU,sub-component_all/4BHU_0-0-0-1_1.pdb,0.5006
2DD4,sub-component_all/2DD4_0-0-2-2_3.pdb,0.5363
2NV2,sub-component_all/2NV2_0-1-1-1_2.pdb,0.7072
6YBQ,sub-component_all/6YBQ_0-0-0-1_2.pdb,0.7567
4RSU,sub-component_all/4RSU_0-0-0-0_3.pdb,0.572
1X9F,sub-component_all/1X9F_1-1-3_1.pdb,0.7105
6X04,sub-component_all/6X04_0-0-0-0_2.pdb,0.2979
6OVH,sub-component_all/6OVH_0-0-0-0_0.pdb,0.3408
6SSI,sub-component_all/6SSI_0-0-0-1_0.pdb,0.8614
1RBL,sub-component_all/1RBL_0-1-1-1_0.pdb,0.9927
7CGE,sub-component_all/7CGE_2-2-2_2.pdb,0.4167
6RO0,sub-component_all/6RO0_0-2-3_0.pdb,0.8151
1BHC,sub-component_all/1BHC_0-0-0-0_2.pdb,0.3857
6E7D,sub-component_all/6E7D_0-0-0-1_0.pdb,0.7427
1F1H,sub-component_all/1F1H_0-0-0-0_2.pdb,0.995
6LQH,sub-component_all/6LQH_0-1-1-1_1.pdb,0.4197
1X9F,sub-component_all/1X9F_1-1-2_2.pdb,0.6759
1GH0,sub-component_all/1GH0_0-0-0_1.pdb,0.4488
2BL2,sub-component_all/2BL2_0-0-0-0_0.pdb,0.9879
6ESQ,sub-component_all/6ESQ_1-2-2-2_2.pdb,0.9866
4RSU,sub-component_all/4RSU_1-1-1-1_3.pdb,0.2834
2DD4,sub-component_all/2DD4_1-1-1-1_3.pdb,0.3587
2V7Q,sub-component_all/2V7Q_012.pdb,0.9398
6ESQ,sub-component_all/6ESQ_0-0-0-2_4.pdb,0.9665
7JZ2,sub-component_all/7JZ2_3-3-3_2.pdb,0.9563
6X04,sub-component_all/6X04_1-1-1-1_0.pdb,0.3443
6G94,sub-component_all/6G94_0-0-0-0_1.pdb,0.5339
6S5L,sub-component_all/6S5L_0-0-0-0_1.pdb,0.4416
6FWH,sub-component_all/6FWH_0-0-0-0_1.pdb,0.9871
6N3P,sub-component_all/6N3P_0-0-1-1_0.pdb,0.8145
6E7D,sub-component_all/6E7D_1-1-1-1_3.pdb,0.1764
6Z1F,sub-component_all/6Z1F_2-2-2-2_4.pdb,0.3893
6Z1F,sub-component_all/6Z1F_0-0-0-1_2.pdb,0.6391
6W6M,sub-component_all/6W6M_0-0-0-0_0.pdb,0.6515
6RO0,sub-component_all/6RO0_1-2-2_2.pdb,0.3976
1PCQ,sub-component_all/1PCQ_0-1-1-1_0.pdb,0.6689
1Q5Q,sub-component_all/1Q5Q_0-0-0-0_0.pdb,0.8278
3U6X,sub-component_all/3U6X_0-1-1-1_4.pdb,0.6292
6RO0,sub-component_all/6RO0_0-1-4_1.pdb,0.5735
7CGE,sub-component_all/7CGE_0-2-2_3.pdb,0.6845
6RO0,sub-component_all/6RO0_1-3-4_1.pdb,0.7885
6SQR,sub-component_all/6SQR_225.pdb,0.4293
1TR0,sub-component_all/1TR0_0-0-0-0_0.pdb,0.4866
6RO0,sub-component_all/6RO0_1-2-3_3.pdb,0.8157
7JZ2,sub-component_all/7JZ2_2-3-3_4.pdb,0.7085
3ZIA,sub-component_all/3ZIA_003.pdb,0.4587
6SSI,sub-component_all/6SSI_0-1-1-1_3.pdb,0.5294
6RO0,sub-component_all/6RO0_4-4-4_0.pdb,0.5883
6X04,sub-component_all/6X04_0-1-1-1_3.pdb,0.6085
6RO0,sub-component_all/6RO0_1-3-4_2.pdb,0.7843
6E7D,sub-component_all/6E7D_1-1-1-1_1.pdb,0.2247
6G94,sub-component_all/6G94_1-2-2-2_0.pdb,0.5623
2V5H,sub-component_all/2V5H_0-0-0-0_4.pdb,0.5432
2V5H,sub-component_all/2V5H_0-1-1-1_1.pdb,0.5214
5JQL,sub-component_all/5JQL_0-1-1-1_4.pdb,0.5024
6SQR,sub-component_all/6SQR_005.pdb,0.6202
6RD7,sub-component_all/6RD7_0-0-0-0_1.pdb,0.579
6RO0,sub-component_all/6RO0_0-1-1_4.pdb,0.3946
6SSI,sub-component_all/6SSI_0-0-0-1_4.pdb,0.6089
6RO0,sub-component_all/6RO0_0-1-1_3.pdb,0.4109
6ESQ,sub-component_all/6ESQ_0-1-1-1_1.pdb,0.8565
6YBQ,sub-component_all/6YBQ_1-1-1-1_0.pdb,0.1956
2DD4,sub-component_all/2DD4_1-1-1-2_3.pdb,0.5816
1RBL,sub-component_all/1RBL_0-0-0-1_2.pdb,0.998
2DD4,sub-component_all/2DD4_0-1-1-2_2.pdb,0.8598
2V5H,sub-component_all/2V5H_0-0-1-1_2.pdb,0.7121
4BHU,sub-component_all/4BHU_0-0-0-0_0.pdb,0.3548
3HHW,sub-component_all/3HHW_0-0-0-0_4.pdb,0.3489
5K2M,sub-component_all/5K2M_1-1-1_2.pdb,0.3869
6RO0,sub-component_all/6RO0_0-3-4_4.pdb,0.4889
6QLV,sub-component_all/6QLV_0-0-0-0_1.pdb,0.8448
6RO0,sub-component_all/6RO0_0-1-3_3.pdb,0.7788
1NGK,sub-component_all/1NGK_0-0-0-0_3.pdb,0.4298
7CGE,sub-component_all/7CGE_1-2-3_3.pdb,0.692
5CW7,sub-component_all/5CW7_0-1-1-1_1.pdb,0.6941
6ZEE,sub-component_all/6ZEE_0-0-1-1_2.pdb,0.5533
6Z1F,sub-component_all/6Z1F_2-2-2-2_0.pdb,0.4259
6SSI,sub-component_all/6SSI_1-1-1-1_4.pdb,0.2877
2VYR,sub-component_all/2VYR_0-0-0-1_1.pdb,0.3083
2G9T,sub-component_all/2G9T_0-0-0-0_4.pdb,0.3737
4RSU,sub-component_all/4RSU_0-0-0-0_2.pdb,0.6736
5JQL,sub-component_all/5JQL_0-0-1-1_4.pdb,0.8338
6PYT,sub-component_all/6PYT_0-0-1-1_1.pdb,0.389
4RSU,sub-component_all/4RSU_0-1-1-1_2.pdb,0.7414
2V5H,sub-component_all/2V5H_0-0-0-1_1.pdb,0.8488
1NLX,sub-component_all/1NLX_0-0-0-0_0.pdb,0.4235
6Z1F,sub-component_all/6Z1F_1-2-2-2_2.pdb,0.9461
6LQH,sub-component_all/6LQH_0-0-1-1_2.pdb,0.5543
6W6M,sub-component_all/6W6M_0-0-0-0_3.pdb,0.6695
1YKK,sub-component_all/1YKK_0-1-1-1_0.pdb,0.9941
6RO0,sub-component_all/6RO0_2-4-4_2.pdb,0.7525
2VYR,sub-component_all/2VYR_0-0-0-1_3.pdb,0.308
4RDQ,sub-component_all/4RDQ_1-1-1-1_3.pdb,0.476
6PYT,sub-component_all/6PYT_0-0-0-0_4.pdb,0.7629
6SQR,sub-component_all/6SQR_144.pdb,0.9129
2V18,sub-component_all/2V18_0-0-0-0_4.pdb,0.8485
1S3Q,sub-component_all/1S3Q_0-0-0-0_2.pdb,0.5231
7CGE,sub-component_all/7CGE_0-0-3_2.pdb,0.8364
5CW7,sub-component_all/5CW7_0-1-1-1_0.pdb,0.678
3FP9,sub-component_all/3FP9_0-0-0-0_3.pdb,0.8897
6ZEE,sub-component_all/6ZEE_0-1-1-1_4.pdb,0.7243
6SSI,sub-component_all/6SSI_0-0-1-1_2.pdb,0.6786
6QSU,sub-component_all/6QSU_0-0-1-1_1.pdb,0.9945
7JZ2,sub-component_all/7JZ2_0-2-3_2.pdb,0.5942
6ESQ,sub-component_all/6ESQ_0-0-1-2_0.pdb,0.9942
7NRQ,sub-component_all/7NRQ_0-0-0-0_1.pdb,0.0631
1Q5Q,sub-component_all/1Q5Q_0-0-0-1_1.pdb,0.8592
7AJP,sub-component_all/7AJP_0-0-0-0_1.pdb,0.6826
6YBQ,sub-component_all/6YBQ_1-1-1-1_3.pdb,0.1617
6Z1F,sub-component_all/6Z1F_0-0-1-2_4.pdb,0.4593
7NRQ,sub-component_all/7NRQ_0-0-0-0_0.pdb,0.0687
7CGE,sub-component_all/7CGE_0-2-3_0.pdb,0.5831
6X04,sub-component_all/6X04_0-0-0-0_4.pdb,0.318
7CGE,sub-component_all/7CGE_0-0-0_3.pdb,0.6019
6RO0,sub-component_all/6RO0_3-3-4_4.pdb,0.3887
7CGE,sub-component_all/7CGE_0-2-3_1.pdb,0.5893
6LQH,sub-component_all/6LQH_1-1-1-1_4.pdb,0.2202
6X04,sub-component_all/6X04_0-0-0-0_1.pdb,0.2921
2EWC,sub-component_all/2EWC_0-0-0-0_1.pdb,0.7286
6RO0,sub-component_all/6RO0_0-1-3_4.pdb,0.6697
1M5Q,sub-component_all/1M5Q_0-0-0-0_3.pdb,0.6938
1DW9,sub-component_all/1DW9_0-0-0-0_1.pdb,0.9038
6SQR,sub-component_all/6SQR_044.pdb,0.6991
1X9F,sub-component_all/1X9F_1-3-3_3.pdb,0.7159
1X9F,sub-component_all/1X9F_0-2-3_1.pdb,0.9522
6MST,sub-component_all/6MST_0-0-0-0_3.pdb,0.21
6G94,sub-component_all/6G94_0-0-0-1_3.pdb,0.7518
6SQR,sub-component_all/6SQR_114.pdb,0.6154
6G94,sub-component_all/6G94_0-0-0-0_4.pdb,0.5254
6FWH,sub-component_all/6FWH_0-0-0-0_0.pdb,0.9879
3M1A,sub-component_all/3M1A_0-0-0-0_2.pdb,0.4812
6G94,sub-component_all/6G94_1-1-1-1_1.pdb,0.5514
1X9F,sub-component_all/1X9F_2-3-3_4.pdb,0.691
1X9F,sub-component_all/1X9F_1-1-1_3.pdb,0.6703
7CGE,sub-component_all/7CGE_1-1-1_4.pdb,0.3949
1Q5Q,sub-component_all/1Q5Q_0-1-1-1_3.pdb,0.8657
6GRJ,sub-component_all/6GRJ_0-0-0-0_4.pdb,0.3513
1GH0,sub-component_all/1GH0_0-0-0_2.pdb,0.3684
3ZNU,sub-component_all/3ZNU_0-0-0-0_4.pdb,0.9861
6LQH,sub-component_all/6LQH_1-1-1-1_0.pdb,0.2468
6SSI,sub-component_all/6SSI_1-1-1-1_3.pdb,0.3492
3ZIA,sub-component_all/3ZIA_002.pdb,0.5906
1RVV,sub-component_all/1RVV_0-0-0-0_3.pdb,0.9934
7JKC,sub-component_all/7JKC_0-0-0-0_4.pdb,0.3753
6NHT,sub-component_all/6NHT_0-0-1-1_1.pdb,0.3343
2DD4,sub-component_all/2DD4_1-1-2-2_4.pdb,0.8831
6RO0,sub-component_all/6RO0_0-0-0_4.pdb,0.3973
2V7Q,sub-component_all/2V7Q_013.pdb,0.8104
2BX9,sub-component_all/2BX9_0-0-0-0_3.pdb,0.7454
6GRJ,sub-component_all/6GRJ_0-0-0-0_3.pdb,0.2283
6X04,sub-component_all/6X04_0-0-1-1_4.pdb,0.4945
6G94,sub-component_all/6G94_1-1-1-2_4.pdb,0.4151
6RO0,sub-component_all/6RO0_0-1-2_3.pdb,0.4427
6RO0,sub-component_all/6RO0_0-4-4_0.pdb,0.5042
2G9T,sub-component_all/2G9T_0-0-0-0_3.pdb,0.2692
5AA5,sub-component_all/5AA5_0-0-1-1_1.pdb,0.9713
6RO0,sub-component_all/6RO0_0-4-4_4.pdb,0.5028
1G0U,sub-component_all/1G0U_0-0-0-0_3.pdb,0.6667
1X9F,sub-component_all/1X9F_1-1-3_2.pdb,0.6579
2DD4,sub-component_all/2DD4_2-2-2-2_4.pdb,0.3879
3ZIA,sub-component_all/3ZIA_000.pdb,0.7518
7CGE,sub-component_all/7CGE_1-1-2_2.pdb,0.9616
3U6X,sub-component_all/3U6X_0-0-1-1_1.pdb,0.7757
6SQR,sub-component_all/6SQR_145.pdb,0.984
6Z1F,sub-component_all/6Z1F_0-0-1-1_4.pdb,0.6526
5K2M,sub-component_all/5K2M_1-1-1_4.pdb,0.3378
6N3P,sub-component_all/6N3P_0-1-1-1_0.pdb,0.6904
1Q95,sub-component_all/1Q95_0-1-1-1_1.pdb,0.7993
6ZEE,sub-component_all/6ZEE_0-1-1-1_3.pdb,0.7267
6Z1F,sub-component_all/6Z1F_0-0-1-1_0.pdb,0.3501
6PYT,sub-component_all/6PYT_0-1-1-1_0.pdb,0.5006
7CGE,sub-component_all/7CGE_0-2-2_2.pdb,0.5618
7JZ2,sub-component_all/7JZ2_1-1-2_2.pdb,0.6651
1X9F,sub-component_all/1X9F_0-0-3_4.pdb,0.6651
4RSU,sub-component_all/4RSU_1-1-1-1_4.pdb,0.3001
2P1B,sub-component_all/2P1B_0-0-0-0_1.pdb,0.8105
6RO0,sub-component_all/6RO0_0-0-2_0.pdb,0.4201
4BHU,sub-component_all/4BHU_1-1-1-1_0.pdb,0.428
6Z1F,sub-component_all/6Z1F_0-2-2-2_2.pdb,0.4951
3U6X,sub-component_all/3U6X_0-0-0-0_2.pdb,0.7399
6RO0,sub-component_all/6RO0_0-1-4_2.pdb,0.5732
7CGE,sub-component_all/7CGE_0-0-1_1.pdb,0.9678
4RDQ,sub-component_all/4RDQ_0-0-1-1_1.pdb,0.3936
6SSI,sub-component_all/6SSI_0-0-0-1_1.pdb,0.8489
